id,slug,name,first_case_date,era,result,source
ebdd78f3-0cf2-4f35-9b3a-97e971dc17d3,henry-may,Henry May,1861-09-01,1800s,No verified usable image found in this search; not a claim none exists,
382e5324-be24-4d44-b784-dd6ced342b9a,i-adamson-thomas,I. Adamson Thomas,1861-09-01,1800s,No verified usable image found in this search; not a claim none exists,
5c98f85c-32ae-45d5-869a-344b56c68dc5,lawrence-sangston,Lawrence Sangston,1861-09-01,1800s,No verified usable image found in this search; not a claim none exists,
3dad60ac-9363-4236-a0b2-a185ea255e61,william-g-harrison,William G. Harrison,1861-09-01,1800s,No verified usable image found in this search; not a claim none exists,
23681928-08da-45b4-aa59-31c2d3119aba,d-d-foley,D. D. Foley,1861-10-21,1800s,No verified usable image found in this search; not a claim none exists,
0f88e3c4-818c-40ba-ab21-525d880b68d6,christopher-haun,Christopher Haun,1861-11-01,1800s,verified image prepared,https://commons.wikimedia.org/wiki/File:Christopher_Haun.png
e7d642d8-1ca0-446f-be7e-15a82770e3a3,henry-fry,Henry Fry,1861-11-01,1800s,No verified usable image found in this search; not a claim none exists,
77a75a84-5b19-4a60-a407-ba6647d2eb74,henry-harmon,Henry Harmon,1861-11-01,1800s,No verified usable image found in this search; not a claim none exists,
a93cb2e0-10bb-4219-b15d-38588111caa2,jacob-harmon,Jacob Harmon,1861-11-01,1800s,No verified usable image found in this search; not a claim none exists,
f69469ea-705a-4bd3-9d55-5879ff181be1,jacob-hinshaw,Jacob Hinshaw,1861-11-01,1800s,No verified usable image found in this search; not a claim none exists,
ae7948e6-23ac-4c16-8ec0-36bfc217e7c2,burnham-wardwell,Burnham Wardwell,1862-01-01,1800s,No verified usable image found in this search; not a claim none exists,
950924ba-4a74-4ffc-bc1a-fcbf24b91611,david-fry,David Fry,1862-01-01,1800s,No verified usable image found in this search; not a claim none exists,
2c6fdae9-7c0a-494c-90fa-85659d52af70,himelius-hockett,Himelius Hockett,1862-04-04,1800s,No verified usable image found in this search; not a claim none exists,
9e13363f-6d0c-41b0-b0aa-9fce91b6375e,jesse-hockett,Jesse Hockett,1862-04-04,1800s,No verified usable image found in this search; not a claim none exists,
fa3eec94-da18-41dd-a329-8e6445176a22,edward-stevenson,Edward Stevenson,1862-06-30,1800s,No verified usable image found in this search; not a claim none exists,
24468c13-52c3-4fa7-b018-b6cafa7bb879,alexander-h-jones,Alexander H. Jones,1863-01-01,1800s,verified image prepared,https://hd.housedivided.dickinson.edu/node/47107
1895e03b-3855-4bd0-8f1e-9461471857ec,seth-laughlin,Seth Laughlin,1863-01-01,1800s,No verified usable image found in this search; not a claim none exists,
eac372fc-7660-4395-9490-37c2c7924d25,william-hockett,William Hockett,1863-01-01,1800s,No verified usable image found in this search; not a claim none exists,
1fedd722-7271-4af8-b93b-1439cf8bf3f9,lindley-macomber,Lindley Macomber,1863-07-01,1800s,No verified usable image found in this search; not a claim none exists,
25d6ef76-d130-43af-850a-7a0740f1f033,william-bright,William Bright,1863-07-06,1800s,No verified usable image found in this search; not a claim none exists,
0e40a77e-fa1d-4825-9d1a-59bd08dc1c5e,peter-dakin,Peter Dakin,1863-07-13,1800s,No verified usable image found in this search; not a claim none exists,
d9349880-5cc8-428b-abdf-c3ab1ccd13c3,henry-w-long,Henry W. Long,1863-09-12,1800s,No verified usable image found in this search; not a claim none exists,
4f894a97-a630-4491-a591-f4b3df63102a,b-h-mccown,B. H. McCown,1863-09-28,1800s,No verified usable image found in this search; not a claim none exists,
530f5e02-62b8-4c2c-aafb-e6643ea46410,henry-c-hearne,Henry C. Hearne,1863-10-10,1800s,No verified usable image found in this search; not a claim none exists,
4f2a85cf-f788-48e7-8746-e37612c18ead,patrick-h-hearne,Patrick H. Hearne,1863-10-10,1800s,No verified usable image found in this search; not a claim none exists,
adaf27d0-2d89-4fc0-a3f4-7cfdbe9760f6,thomas-cannon,Thomas Cannon,1863-10-10,1800s,No verified usable image found in this search; not a claim none exists,
a984711b-9a70-492f-8571-ceb731dbbbec,william-bradley,William Bradley,1863-10-10,1800s,No verified usable image found in this search; not a claim none exists,
c69ff0c4-3609-4c9e-846f-702d810cc6b3,william-c-rust,William C. Rust,1863-10-10,1800s,No verified usable image found in this search; not a claim none exists,
4a6e0546-c31f-4e58-b0e9-1ff71bbd2773,william-h-hitch,William H. Hitch,1863-10-10,1800s,No verified usable image found in this search; not a claim none exists,
67bb82f4-38c5-4b06-b83f-63efcba15d0f,charles-h-drummond,Charles H. Drummond,1863-11-08,1800s,No verified usable image found in this search; not a claim none exists,
177b50d5-0b1c-444b-8da0-fe481ada5835,jesse-d-sykes,Jesse D. Sykes,1863-11-08,1800s,No verified usable image found in this search; not a claim none exists,
8ec70512-1d46-41b2-8898-8a640aa8f6fa,john-shanks,John Shanks,1863-11-08,1800s,No verified usable image found in this search; not a claim none exists,
39cdb4b4-49cc-4f3b-86bb-6967bb3bf6ea,slaughter-bradford,Slaughter Bradford,1863-11-12,1800s,No verified usable image found in this search; not a claim none exists,
cde0fda4-8908-4854-8fd3-0461b2a9b93c,carlos-m-de-la-mar,Carlos M. De La Mar,1863-11-26,1800s,No verified usable image found in this search; not a claim none exists,
62b48d61-1527-4f3c-85fc-7b8d64f8e0a3,robert-w-rasin,Robert W. Rasin,1863-11-26,1800s,No verified usable image found in this search; not a claim none exists,
a357fdf6-168b-458d-a3c3-062cb15f58ad,hannah-toliver,Hannah Toliver,1864-01-01,1800s,No verified usable image found in this search; not a claim none exists,
836fdec0-23d6-4567-987d-e77830c13b4b,harrison-h-dodd,Harrison H. Dodd,1864-01-01,1800s,No verified usable image found in this search; not a claim none exists,
dd7672f6-816f-4447-8e18-2102883fae04,francis-a-richardson,Francis A. Richardson,1864-02-04,1800s,No verified usable image found in this search; not a claim none exists,
37e004fc-b4df-4e69-a4a6-cef9f9ad5c72,stephen-j-joice,Stephen J. Joice,1864-02-04,1800s,No verified usable image found in this search; not a claim none exists,
8c9e37c7-0298-4311-9c2b-c55a03be07ea,hazwell-magruder,Hazwell Magruder,1864-04-07,1800s,No verified usable image found in this search; not a claim none exists,
19c07424-20e4-4b4b-a903-2b48be53cb35,joseph-w-boucher,Joseph W. Boucher,1864-04-19,1800s,No verified usable image found in this search; not a claim none exists,
07b162f4-f68d-4d89-869a-83103cd660d8,kent-williams,Kent Williams,1864-04-19,1800s,No verified usable image found in this search; not a claim none exists,
6ddf8c13-5c98-41de-bbf0-9bb2d5e2b4b6,samuel-h-pairo,Samuel H. Pairo,1864-04-19,1800s,No verified usable image found in this search; not a claim none exists,
ebe67ef0-2969-4ac7-a997-c4e7e22ce48c,william-t-aud,William T. Aud,1864-04-23,1800s,No verified usable image found in this search; not a claim none exists,
16f8f721-10f4-4325-acb5-210f3af9a2e1,edward-worrell,Edward Worrell,1864-07-12,1800s,No verified usable image found in this search; not a claim none exists,
7334fa36-884f-4e2b-9353-d57cd8d9eba6,charles-f-fadeley,Charles F. Fadeley,1864-08-21,1800s,No verified usable image found in this search; not a claim none exists,
0fab47e4-7fc2-4ae1-a44e-6c3682056bc2,e-l-bentley,E. L. Bentley,1864-08-21,1800s,No verified usable image found in this search; not a claim none exists,
1f3d63a7-8f4d-4405-bca6-5ae61325755e,george-ryan,George Ryan,1864-08-21,1910s,No verified usable image found in this search; not a claim none exists,
aa8610fc-d803-4054-b3d8-32198f38a1bb,john-l-rinker,John L. Rinker,1864-08-21,1800s,No verified usable image found in this search; not a claim none exists,
acd43fa5-894a-4428-9445-52a73afc6c66,thomas-w-edwards,Thomas W. Edwards,1864-08-21,1800s,No verified usable image found in this search; not a claim none exists,
eed7bae1-3f8d-4da7-b0f8-18f365ede9ee,william-cross,William Cross,1864-08-21,1800s,No verified usable image found in this search; not a claim none exists,
73f358fa-6448-4de7-8d08-6906929553dc,william-s-pickett,William S. Pickett,1864-08-21,1800s,No verified usable image found in this search; not a claim none exists,
f11daabf-c0e5-441c-8309-73c934f4fc59,f-l-galleher,F. L. Galleher,1864-09-01,1800s,No verified usable image found in this search; not a claim none exists,
4e5d8592-c65e-43d5-ba87-108d17144c55,george-w-harris,George W. Harris,1864-09-10,1800s,No verified usable image found in this search; not a claim none exists,
e18508f4-5a73-493e-9534-d28113ce1d7a,o-a-kinsolving,O. A. Kinsolving,1864-09-10,1800s,No verified usable image found in this search; not a claim none exists,
afa38b4b-c9dc-43b5-ab8f-fee9733bff38,william-f-davis,William F. Davis,1887-01-01,1800s,No verified usable image found in this search; not a claim none exists,
10b10313-4197-44b9-832a-55a00558a179,hugh-dempsey,Hugh Dempsey,1892-07-21,1800s,No verified usable image found in this search; not a claim none exists,
02fcaec1-c829-411f-90c4-b37e20a31aea,eugene-debs,Eugene Debs,1894-07-10,1910s,verified image prepared,https://www.loc.gov/item/92519594/
7e5567ed-c694-43e1-a2dd-bb81028a5ae6,alexander-campbell,Alexander Campbell,,1800s,verified image prepared,https://wynninghistory.com/2025/03/26/alexander-campbell-dungloe/
e0d4e7d4-11d4-4fb6-82c8-0ff9f8f76500,alfred-campbell-belt,Alfred Campbell Belt,,1800s,No verified usable image found in this search; not a claim none exists,
f04021da-2451-48e1-9930-36de19f5e84a,barncho,Barncho,,1800s,No verified usable image found in this search; not a claim none exists,
038d9482-c2dc-49b0-9090-e457146e930c,benjamin-merrill,Benjamin Merrill,,1700s,No verified usable image found in this search; not a claim none exists,
72a3c5db-7d62-408a-bd23-e2e5081c5074,benjamin-parkinson,Benjamin Parkinson,,1700s,No verified usable image found in this search; not a claim none exists,
bf8e7e97-6d7e-44e2-9ac4-f33b94478b46,charles-rose,Charles Rose,,1700s,No verified usable image found in this search; not a claim none exists,
ecf837ea-5bc7-44b2-9d42-51ceae05476d,charles-sharp,Charles Sharp,,1800s,No verified usable image found in this search; not a claim none exists,
c88930bf-01df-46e8-ab9a-476a42c9f888,charles-stearns,Charles Stearns,,1800s,No verified usable image found in this search; not a claim none exists,
54c4c27b-dac1-435c-ab0b-70a7581d227f,charles-wright,Charles Wright,,1800s,No verified usable image found in this search; not a claim none exists,
07fd59cb-7a58-4a5c-8a39-244f75c6bbf1,chief-leschi,Chief Leschi,,1800s,verified image prepared,https://commons.wikimedia.org/wiki/File:Chief_Leschi.jpg
f7f3e81e-e308-42c3-b9fa-5c61189b3bb0,daniel-flanagan,Daniel Flanagan,,1800s,No verified usable image found in this search; not a claim none exists,
2f6f2cfc-e5d4-4314-90fd-ae011c9b35ea,david-mathews,David Mathews,,1700s,No verified usable image found in this search; not a claim none exists,
185a95bf-6030-49e0-9d74-15a1abdb3c48,david-schaeffer,David Schaeffer,,1700s,No verified usable image found in this search; not a claim none exists,
d3b17f30-6f36-48c4-aabe-4e6b7a28dcb9,dennis-donnelly,Dennis Donnelly,,1800s,No verified usable image found in this search; not a claim none exists,
b469773a-34d9-47ca-bc81-8ac50f8a65d0,dougherty,Dougherty,,1800s,No verified usable image found in this search; not a claim none exists,
adff310a-e5f5-4b17-8626-9b908c62b1e2,edward-j-devitt,Edward J. Devitt,,1800s,No verified usable image found in this search; not a claim none exists,
dacb0d62-f1d9-4928-ab80-22bf80457212,edward-j-kelly,Edward J. Kelly,,1800s,verified image prepared,https://republicanarchive.com/wp-content/uploads/2025/09/rising-of-the-moon-august-1969.pdf#page=15
65e5fa95-71b2-4bf4-825b-80042ba4ea32,francis-oconnor,Francis O'Connor,,1800s,No verified usable image found in this search; not a claim none exists,
2a787459-2280-4f3d-ad19-be52706c4d87,frank-a-price,Frank A. Price,,1800s,No verified usable image found in this search; not a claim none exists,
5351c89c-272c-4e16-92f1-f9d6d79a836c,frank-t-grady,Frank T. Grady,,1800s,No verified usable image found in this search; not a claim none exists,
6e4bca05-1ded-4dd8-9414-a93d77247843,frederick-heaney,Frederick Heaney,,1700s,No verified usable image found in this search; not a claim none exists,
d69c5ddf-7e38-4d7b-bc8f-a8806957e731,george-butler,George Butler,,1800s,No verified usable image found in this search; not a claim none exists,
4b3e92fa-8bf9-410a-ab22-0766b1202020,gillet-thorn,Gillet Thorn,,1800s,No verified usable image found in this search; not a claim none exists,
4d2760c7-3803-42ae-a268-581891bd3448,henry-sack,Henry Sack,,1800s,No verified usable image found in this search; not a claim none exists,
996ae0ea-f7e5-421a-a8c1-ba674f179ffb,hugh-mcgehan,Hugh McGehan,,1800s,verified image prepared,https://commons.wikimedia.org/wiki/File:Hugh_McGehan_and_James_Roarity_MET_217575.jpg
58b1f22f-3ebf-463c-9e3b-e0df474bfef3,james-boyle,James Boyle,,1800s,No verified usable image found in this search; not a claim none exists,
85f5679a-7625-49b0-80ec-2a7dd15832f1,james-carroll,James Carroll,,1800s,verified image prepared,https://republicanarchive.com/wp-content/uploads/2025/09/rising-of-the-moon-august-1969.pdf#page=15
942cae83-a0d9-4623-aebe-f4c3fd785d77,james-few,James Few,,1700s,No verified usable image found in this search; not a claim none exists,
f1b79622-5eed-4d02-aff3-5167ac6b8e20,james-mcdonnell,James McDonnell,,1800s,No verified usable image found in this search; not a claim none exists,
9e23d704-2984-4152-b0fe-0fc8cd60f82f,james-roarity,James Roarity,,1800s,verified image prepared,https://commons.wikimedia.org/wiki/File:Hugh_McGehan_and_James_Roarity_MET_217575.jpg
3d9aaf88-217c-4d1a-ab38-53018d72b6d1,james-russell-hallam,James Russell Hallam,,1800s,No verified usable image found in this search; not a claim none exists,
797a42a5-deac-40ae-a1d0-c52da926734f,james-s-pleasants,James S. Pleasants,,1800s,No verified usable image found in this search; not a claim none exists,
a5fbdd55-c907-42c5-8edf-52d7c8327106,john-a-atwood,John A. Atwood,,1800s,No verified usable image found in this search; not a claim none exists,
4a2fd427-c29d-4753-b070-e4c67bed96eb,john-a-cummings,John A. Cummings,,1800s,No verified usable image found in this search; not a claim none exists,
f9985d82-8b5a-4059-94a1-a8468a137207,john-cresswell,John Cresswell,,1700s,No verified usable image found in this search; not a claim none exists,
293d98bc-9545-4b25-a1a5-5a9ccd5d8f16,john-daly-burk,John Daly Burk,,1700s,No verified usable image found in this search; not a claim none exists,
608183e7-1cf7-45e4-9faa-ee4ee784c425,john-donahue,John Donahue,,1800s,No verified usable image found in this search; not a claim none exists,
ee8d5db8-2ad4-4bc3-9469-44a767b2da80,john-fries,John Fries,,1700s,No verified usable image found in this search; not a claim none exists,
5800517e-c843-418b-950f-79a82ff67be0,john-getman,John Getman,,1700s,No verified usable image found in this search; not a claim none exists,
8630cdbe-200b-4fb3-a5a1-1ef4bfdafb5b,john-gill-craven,John Gill Craven,,1800s,No verified usable image found in this search; not a claim none exists,
84370294-76fa-4a4b-9ce0-e15b388bf7c7,john-h-waring,John H. Waring,,1800s,No verified usable image found in this search; not a claim none exists,
8660e715-ecf2-4439-855d-0be93e08d876,john-holcroft,John Holcroft,,1700s,No verified usable image found in this search; not a claim none exists,
3dbd8268-9153-4da9-bc48-1bbdbf51e17c,john-mason,John Mason,,1800s,No verified usable image found in this search; not a claim none exists,
a7b96b41-4fde-4b7c-9595-b7ee97e80fa1,lawrence-h-mathews,Lawrence H. Mathews,,1800s,No verified usable image found in this search; not a claim none exists,
8cc07fa3-cc92-4b21-817f-6515ccbb0a34,levin-l-waters,Levin L. Waters,,1800s,No verified usable image found in this search; not a claim none exists,
c12167e2-76a1-497a-a20c-f73592a33b1f,martin-bergen,Martin Bergen,,1800s,No verified usable image found in this search; not a claim none exists,
522107b8-dd7f-4d63-8660-dd35d22c12ee,michael-schmoyer,Michael Schmoyer,,1700s,No verified usable image found in this search; not a claim none exists,
35fb7a39-5418-4426-8823-572ecfaf4918,mortimer-c-lovett,Mortimer C. Lovett,,1800s,No verified usable image found in this search; not a claim none exists,
7a458dd2-92ae-452c-958e-c4d18d1ef2e6,moses-dunbar,Moses Dunbar,,1700s,No verified usable image found in this search; not a claim none exists,
0905645f-a94a-4a51-86e3-844986e03ed8,noel,Noel,,1800s,No verified usable image found in this search; not a claim none exists,
c4b6cf6a-b47c-4620-aee3-c69bc00fffad,patrick-dalton,Patrick Dalton,,1800s,No verified usable image found in this search; not a claim none exists,
0327a9de-54bd-4472-b323-ee1de4fc18e5,patrick-hester,Patrick Hester,,1800s,No verified usable image found in this search; not a claim none exists,
e881a365-c31e-4adf-8404-98e7380fba95,patrick-tully,Patrick Tully,,1800s,No verified usable image found in this search; not a claim none exists,
c3b8512d-53e5-4fe7-b121-ea5f5d896dd7,peter-lisle,Peter Lisle,,1700s,No verified usable image found in this search; not a claim none exists,
b0c4f004-b9e4-4386-95f9-26a67336d73d,peter-mchugh,Peter McHugh,,1800s,No verified usable image found in this search; not a claim none exists,
bee45e45-7595-474a-89a3-c0eafefcb55a,phillip-desch,Phillip Desch,,1700s,No verified usable image found in this search; not a claim none exists,
50a693a7-d799-4b34-bc31-0b3c32987b11,richard-eells,Richard Eells,,1800s,No verified usable image found in this search; not a claim none exists,
c62dfc57-b70c-42fc-ab04-5c0322336813,richards,Richards,,1800s,No verified usable image found in this search; not a claim none exists,
ea24a4d7-03cb-4d36-8023-b4135ca11409,robert-fee,Robert Fee,,1800s,No verified usable image found in this search; not a claim none exists,
082a55a6-ea32-4576-95d9-9a99d73505b1,santiago-oleary,Santiago O'Leary,,1800s,No verified usable image found in this search; not a claim none exists,
50b692c0-c138-471a-97a9-b46c3d890aea,slolux,Slolux,,1800s,No verified usable image found in this search; not a claim none exists,
10feca93-a77b-416b-9635-b390f014587c,solomon-porter,Solomon Porter,,1800s,No verified usable image found in this search; not a claim none exists,
e0830560-9892-43e6-818f-25559dd4814a,t-jefferson-shreve,T. Jefferson Shreve,,1800s,No verified usable image found in this search; not a claim none exists,
cd7cab1f-7aee-48a4-9f3a-63e4e66f712f,t-r-kinget,T. R. Kinget,,1800s,No verified usable image found in this search; not a claim none exists,
ccc38c7b-cbc0-4667-8fa7-b4ddbd95885f,thomas-brown,Thomas Brown,,1700s,No verified usable image found in this search; not a claim none exists,
9e97ac69-f0a5-4ac0-8c41-f60f3668d4b7,thomas-p-beach,Thomas P. Beach,,1800s,No verified usable image found in this search; not a claim none exists,
741e4243-cde7-4b20-bd4b-3e06a28670cf,thomas-p-fisher,Thomas P. Fisher,,1800s,No verified usable image found in this search; not a claim none exists,
979c5604-7e44-4d28-8bdf-cb7516ff33f8,wesley-shields,Wesley Shields,,1800s,No verified usable image found in this search; not a claim none exists,
ba5a5a60-39c7-4b7f-b1df-8fe716018560,william-bonham,William Bonham,,1700s,No verified usable image found in this search; not a claim none exists,
79787a06-812b-44e8-b55a-5798d1691740,william-h-gibson,William H. Gibson,,1800s,No verified usable image found in this search; not a claim none exists,
c8b6bc77-54cd-40e6-b7a1-81278075cda8,william-h-griffith,William H. Griffith,,1800s,No verified usable image found in this search; not a claim none exists,
bc6ec3b7-efd0-47ff-a542-5f7add8123ba,william-l-wier,William L. Wier,,1800s,No verified usable image found in this search; not a claim none exists,
